,FOLDER_ID,FOLDER_NAME,FOLDER_URL,FOLDER_TIME_CREATED,FOLDER_LAST_TIME_MODIFIED
0,16636378-fd57-4456-9e0f-1331d62f1385,Lorems,/personal/stg_diallo67135_orange-sonatel_com/Documents/Lorems,2022-10-10T12:58:09Z,2022-10-10T12:58:09Z
1,51170319-f1c1-49d7-b8d0-a1e4a5f9243b,Datas,/personal/stg_diallo67135_orange-sonatel_com/Documents/Datas,2022-10-10T12:57:55Z,2022-10-10T12:57:55Z
2,520f4f41-7f55-4d87-ac0b-a368ca168f39,Forms,/personal/stg_diallo67135_orange-sonatel_com/Documents/Forms,2022-10-01T23:54:22Z,2022-10-01T23:54:22Z
3,3a5b68e7-f11f-42d4-bd5b-a67f71ef8aad,Classeurs,/personal/stg_diallo67135_orange-sonatel_com/Documents/Classeurs,2022-10-07T12:33:27Z,2022-10-07T12:33:48Z
4,cabb75a4-6d02-490a-9b5d-cd173d294f5a,Hello,/personal/stg_diallo67135_orange-sonatel_com/Documents/Hello,2022-10-10T12:58:03Z,2022-10-10T12:58:03Z
5,b929bde5-d000-489f-9b7f-cebf83e730c1,Users,/personal/stg_diallo67135_orange-sonatel_com/Documents/Users,2022-10-10T12:58:15Z,2022-10-10T12:58:15Z
