,FILE_ID,FILE_NAME,FROM_FOLDER,FILE_LENGTH,FILE_URL,FILE_TIME_CREATED,FILE_LAST_TIME_MODIFIED
0,d745561f-9014-4d00-b9a7-148dd0bf2ffe,Mise en forme.xltx,Classeurs,7732,/personal/stg_diallo67135_orange-sonatel_com/Documents/Classeurs/Mise en forme.xltx,2022-10-07T12:33:44Z,2022-10-07T12:33:44Z
1,b7e0711b-01ee-4ad1-89ed-d98c6a0e4ca4,Librairie.xltx,Classeurs,6314,/personal/stg_diallo67135_orange-sonatel_com/Documents/Classeurs/Librairie.xltx,2022-10-07T12:33:48Z,2022-10-07T12:33:48Z
